timestamp,open,high,low,close,volume
2019-01-25 13:20:00,107.2600,107.2900,107.1601,107.1750,205926
2019-01-25 13:15:00,107.3600,107.3600,107.2100,107.2700,225464
2019-01-25 13:10:00,107.3950,107.4200,107.3457,107.3800,160005
2019-01-25 13:05:00,107.3350,107.4559,107.3300,107.4000,196734
2019-01-25 13:00:00,107.3100,107.3500,107.2500,107.3400,205778
2019-01-25 12:55:00,107.4700,107.4800,107.2500,107.3164,191061
2019-01-25 12:50:00,107.6050,107.6050,107.3450,107.4400,385650
2019-01-25 12:45:00,107.8400,107.8400,107.5600,107.6000,196894
2019-01-25 12:40:00,107.7000,107.8400,107.6811,107.8200,139907
2019-01-25 12:35:00,107.7600,107.7700,107.6800,107.7064,191868
2019-01-25 12:30:00,107.7300,107.8800,107.7300,107.7400,292187
2019-01-25 12:25:00,107.6900,107.7300,107.6100,107.7200,156522
2019-01-25 12:20:00,107.6250,107.7100,107.6250,107.6800,144692
2019-01-25 12:15:00,107.7000,107.7400,107.5800,107.6175,185914
2019-01-25 12:10:00,107.7600,107.8000,107.6600,107.7000,225546
2019-01-25 12:05:00,107.8200,107.8200,107.7200,107.7600,209671
2019-01-25 12:00:00,107.7650,107.8200,107.7500,107.8100,247708
2019-01-25 11:55:00,107.6200,107.8100,107.6200,107.7633,361901
2019-01-25 11:50:00,107.6700,107.6900,107.5400,107.6168,259322
2019-01-25 11:45:00,107.4800,107.6700,107.4800,107.6593,275807
2019-01-25 11:40:00,107.3550,107.5100,107.3100,107.4600,405646
2019-01-25 11:35:00,107.4500,107.4700,107.3500,107.3600,354366
2019-01-25 11:30:00,107.5000,107.5200,107.4300,107.4550,452601
2019-01-25 11:25:00,107.5250,107.5900,107.4000,107.5100,307981
2019-01-25 11:20:00,107.6100,107.6200,107.4850,107.5258,318014
2019-01-25 11:15:00,107.6700,107.7100,107.5500,107.6100,218944
2019-01-25 11:10:00,107.6550,107.7400,107.6400,107.6600,173440
2019-01-25 11:05:00,107.5800,107.7000,107.5401,107.6500,361443
2019-01-25 11:00:00,107.5100,107.5650,107.4800,107.5650,205409
2019-01-25 10:55:00,107.5400,107.5600,107.4166,107.5150,239916
2019-01-25 10:50:00,107.5100,107.5800,107.4600,107.5400,348732
2019-01-25 10:45:00,107.4700,107.5200,107.4300,107.5000,280706
2019-01-25 10:40:00,107.3700,107.5000,107.3600,107.4550,237937
2019-01-25 10:35:00,107.3900,107.4950,107.1600,107.3600,503862
2019-01-25 10:30:00,107.4000,107.5000,107.3600,107.3700,436275
2019-01-25 10:25:00,107.3200,107.3900,107.3100,107.3900,312499
2019-01-25 10:20:00,107.3800,107.4200,107.3000,107.3100,464037
2019-01-25 10:15:00,107.3500,107.3800,107.2400,107.3700,383807
2019-01-25 10:10:00,107.0800,107.4100,106.9800,107.3555,721165
2019-01-25 10:05:00,107.1050,107.2100,107.0800,107.0800,601245
2019-01-25 10:00:00,106.9000,107.1100,106.7800,107.0900,450602
2019-01-25 09:55:00,106.9400,107.0300,106.8600,106.9100,572074
2019-01-25 09:50:00,106.6700,106.9200,106.6500,106.9200,375695
2019-01-25 09:45:00,106.8700,106.9800,106.6300,106.6500,501298
2019-01-25 09:40:00,106.6500,106.8800,106.6300,106.8800,600291
2019-01-25 09:35:00,107.2300,107.2500,106.6000,106.6600,1560256
2019-01-24 16:00:00,106.2500,106.3400,106.1400,106.1700,1079539
2019-01-24 15:55:00,106.1300,106.2600,106.1300,106.2400,441067
2019-01-24 15:50:00,106.1200,106.1800,106.0700,106.1300,377023
2019-01-24 15:45:00,106.0700,106.1600,106.0300,106.1100,298101
2019-01-24 15:40:00,106.1000,106.1050,106.0401,106.0700,236234
2019-01-24 15:35:00,106.1100,106.1200,106.0300,106.1000,301789
2019-01-24 15:30:00,105.9950,106.1300,105.9800,106.0950,304130
2019-01-24 15:25:00,105.9800,106.0100,105.9400,106.0000,194530
2019-01-24 15:20:00,105.9600,106.0800,105.9400,105.9750,278223
2019-01-24 15:15:00,105.8700,105.9900,105.8350,105.9500,212437
2019-01-24 15:10:00,105.9400,106.0400,105.8800,105.8800,248119
2019-01-24 15:05:00,105.8100,105.9550,105.7700,105.9400,279291
2019-01-24 15:00:00,105.9000,105.9000,105.7750,105.8150,138305
2019-01-24 14:55:00,105.8280,105.8700,105.8100,105.8700,183185
2019-01-24 14:50:00,105.8250,105.9100,105.8100,105.8300,136029
2019-01-24 14:45:00,105.9200,105.9300,105.8200,105.8600,184642
2019-01-24 14:40:00,105.7900,105.9700,105.7600,105.9150,260412
2019-01-24 14:35:00,105.6300,105.7900,105.5500,105.7800,319741
2019-01-24 14:30:00,105.6500,105.6827,105.5800,105.6550,166855
2019-01-24 14:25:00,105.5450,105.7000,105.5450,105.6300,184584
2019-01-24 14:20:00,105.6800,105.7000,105.5100,105.5410,272539
2019-01-24 14:15:00,105.7400,105.7789,105.6700,105.6950,179164
